,precision,recall,f1-score,support
0,0.7860082304526749,0.8059071729957806,0.7958333333333334,474.0
1,0.6927374301675978,0.5876777251184834,0.6358974358974359,211.0
micro avg,0.7609022556390977,0.7386861313868613,0.7496296296296298,685.0
macro avg,0.7393728303101363,0.696792449057132,0.7158653846153846,685.0
weighted avg,0.7572781007298263,0.7386861313868613,0.7465684072618379,685.0
samples avg,0.4466357308584687,0.4361948955916473,0.43503480278422274,685.0
