,precision,recall,f1-score,support
0,0.7603773584905661,0.8502109704641351,0.802788844621514,474.0
1,0.7166666666666667,0.6113744075829384,0.659846547314578,211.0
micro avg,0.7492957746478873,0.7766423357664234,0.7627240143369176,685.0
macro avg,0.7385220125786164,0.7307926890235368,0.7313176959680461,685.0
weighted avg,0.7469131891842262,0.7766423357664234,0.7587584435532462,685.0
samples avg,0.46403712296983757,0.4599767981438515,0.4563031709203403,685.0
