,0
accuracy_score,0.6670533642691415
hamming_loss,0.19721577726218098
micro_f1,0.7622377622377623
macro_f1,0.7229950670688439
weighted_f1,0.756871909620555
micro_auc,0.8015638282177557
macro_auc,0.7570330004861128
weighted_auc,0.7587752317931776
one_error,0.3329466357308585
coverage,0.9002320185614849
ranking_loss,0.10556844547563805
micro_avg_precision,0.6632375551588242
macro_avg_precision,0.6147588223922067
weighted_avg_precision,0.6576165467258315
