,precision,recall,f1-score,support
0,0.7495527728085868,0.8839662447257384,0.8112294288480154,474.0
1,0.6774193548387096,0.5971563981042654,0.6347607052896724,211.0
micro avg,0.7315436241610739,0.7956204379562044,0.7622377622377623,685.0
macro avg,0.7134860638236482,0.7405613214150019,0.7229950670688439,685.0
weighted avg,0.7273335739886685,0.7956204379562044,0.756871909620555,685.0
samples avg,0.4756380510440835,0.47041763341067283,0.46481051817478725,685.0
