,0
accuracy_score,0.6763341067285383
hamming_loss,0.19605568445475638
micro_f1,0.7496296296296298
macro_f1,0.7158653846153846
weighted_f1,0.7465684072618379
micro_auc,0.7928271850389552
macro_auc,0.7602645634837024
weighted_auc,0.7635927246111756
one_error,0.32366589327146167
coverage,0.9071925754060325
ranking_loss,0.11252900232018562
micro_avg_precision,0.6658962498460829
macro_avg_precision,0.6241063202749259
weighted_avg_precision,0.668671147716451
