,precision,recall,f1-score,support
0,0.759765625,0.820675105485232,0.7890466531440161,474.0
1,0.6403940886699507,0.6161137440758294,0.6280193236714976,211.0
micro avg,0.7258741258741259,0.7576642335766424,0.7414285714285715,685.0
macro avg,0.7000798568349753,0.7183944247805307,0.7085329884077569,685.0
weighted avg,0.722995706510014,0.7576642335766424,0.7394455341386126,685.0
samples avg,0.45359628770301624,0.44547563805104406,0.4431554524361949,685.0
