,0
accuracy_score,0.6635730858468677
hamming_loss,0.20069605568445475
micro_f1,0.760387811634349
macro_f1,0.7296618588564281
weighted_f1,0.7586326531818083
micro_auc,0.7996712167089354
macro_auc,0.7663283080674659
weighted_auc,0.7639150578900651
one_error,0.3364269141531323
coverage,0.8921113689095128
ranking_loss,0.09744779582366589
micro_avg_precision,0.6585983792237322
macro_avg_precision,0.6184868235525399
weighted_avg_precision,0.6599721485478168
