,0
accuracy_score,0.38
hamming_loss,0.325
micro_f1,0.6368715083798883
macro_f1,0.3653846153846154
weighted_f1,0.520673076923077
micro_auc,0.6812499999999999
macro_auc,0.5058139534883721
weighted_auc,0.5082848837209303
one_error,0.62
coverage,0.83
ranking_loss,0.03
micro_avg_precision,0.5252272727272728
macro_avg_precision,0.4028787878787879
weighted_avg_precision,0.47635227272727276
