,precision,recall,f1-score,support
0,0.7874762808349146,0.8755274261603375,0.8291708291708292,474.0
1,0.6885245901639344,0.5971563981042654,0.6395939086294415,211.0
micro avg,0.7619718309859155,0.7897810218978102,0.7756272401433691,685.0
macro avg,0.7380004354994245,0.7363419121323014,0.7343823689001354,685.0
weighted avg,0.7569962710077951,0.7897810218978102,0.7707756025515113,685.0
samples avg,0.4779582366589327,0.4657772621809745,0.46481051817478725,685.0
