,precision,recall,f1-score,support
0,0.7760617760617761,0.8481012658227848,0.8104838709677419,474.0
1,0.6614583333333334,0.6018957345971564,0.6302729528535981,211.0
micro avg,0.7450704225352113,0.7722627737226277,0.7584229390681003,685.0
macro avg,0.7187600546975548,0.7249985002099706,0.72037841191067,685.0
weighted avg,0.7407605696154966,0.7722627737226277,0.7549736465559399,685.0
samples avg,0.4599767981438515,0.45591647331786544,0.4516627996906419,685.0
