index,model,weighted_f1,weighted_auc,weighted_avg_precision,hamming_loss,micro_f1,macro_f1,accuracy_score,micro_auc,macro_auc,one_error,coverage,ranking_loss,micro_avg_precision,macro_avg_precision
0,few_shot_comorbidity_gpt-3.5-turbo_num_examples_1_seed_0,0.7036613507683938,0.6643156680055071,0.5548603233366306,0.3208565459610027,0.6982151629277877,0.6658496995482998,0.5006963788300836,0.722884506300393,0.6848633789027014,0.4993036211699164,0.8715181058495822,0.0776462395543175,0.546698082964427,0.5116777001678137
1,few_shot_results_comorbidity_gpt-4,0.6890090965397632,0.6467200639160541,0.5371051861693596,0.3788300835654596,0.672289156626506,0.6442411610127505,0.4446378830083565,0.6823143308617965,0.6639732647058381,0.5553621169916434,0.9310584958217272,0.1371866295264624,0.5095057492444407,0.4877367769757179
3,zero_shot_comorbidity_gpt-3.5-turbo,0.657645561450935,0.6006410391562392,0.5072187457372357,0.4730153203342618,0.6231100013871549,0.5995082560098361,0.3506267409470752,0.6052748065313398,0.6017406830324157,0.6493732590529249,1.0264623955431755,0.2325905292479108,0.4547946547369559,0.4468736953081706
2,zero_shot_results_comorbidity_gpt-4,0.7015426665092076,0.6616547394047773,0.5497428546406676,0.3464484679665738,0.6905132192846034,0.6625344939781712,0.4860724233983287,0.7082624285887931,0.6839017177762916,0.5139275766016713,0.9004178272980501,0.1065459610027855,0.5313080794074995,0.5055565786046897
