index,model,accuracy_score,hamming_loss,micro_f1,macro_f1,weighted_f1,micro_auc,macro_auc,weighted_auc,one_error,coverage,ranking_loss,micro_avg_precision,macro_avg_precision,weighted_avg_precision
4,mental-bert-base-cased,0.4728412256267409,0.2808147632311977,0.7056032122650118,0.6517121478197034,0.6978771987774128,0.7411667882176574,0.6725359495020379,0.6648423879076781,0.5271587743732591,0.8119777158774373,0.0181058495821727,0.5726993802063047,0.5132369191802608,0.5611927562237191
2,mental-bert-large-cased,0.4738857938718663,0.2846448467966573,0.7026732133115112,0.6451461581896364,0.69369902408804,0.737916312142944,0.6657393273933316,0.658999183609229,0.5261142061281336,0.8130222841225627,0.019150417827298,0.569163954636557,0.5071157544843132,0.556275604829287
0,mental-bert-large-uncased,0.4818941504178273,0.2773328690807799,0.7094656210103959,0.6569990106621277,0.7025686890028814,0.7449531015761112,0.6785912857879757,0.6711923692779328,0.5181058495821727,0.8116295264623955,0.0177576601671309,0.5763427982739695,0.5177129091430163,0.5657146129487673
5,mental-longformer-base-4096,0.4742339832869081,0.282033426183844,0.7047028800583303,0.6536680114047972,0.6976027366872617,0.7401563956079575,0.6727689504945997,0.6629677525567332,0.525766016713092,0.814066852367688,0.0201949860724234,0.5715808463270546,0.5144050993005761,0.560590150569404
1,mental-roberta-large,0.4616991643454039,0.2849930362116992,0.6958944826305035,0.630038292896195,0.6844051134961393,0.7332051983306997,0.6583612778667882,0.656991579415729,0.5383008356545961,0.8095403899721448,0.0156685236768802,0.5667163816604673,0.5001818480603881,0.5537858357448266
3,mental-xlnet-base-cased,0.4784122562674094,0.277158774373259,0.7075679647318149,0.6509984070997838,0.6993643993788088,0.7436732709371581,0.6749421989674764,0.670017860581257,0.5215877437325905,0.8116295264623955,0.0177576601671309,0.5758403854683174,0.5143281059523758,0.5643684424445788
