,precision,recall,f1-score,support
0,0.6923076923076923,0.34615384615384615,0.46153846153846156,52.0
1,0.0,0.0,0.0,25.0
micro avg,0.5625,0.23376623376623376,0.3302752293577982,77.0
macro avg,0.34615384615384615,0.17307692307692307,0.23076923076923078,77.0
weighted avg,0.4675324675324675,0.23376623376623376,0.3116883116883117,77.0
samples avg,0.165,0.16,0.15666666666666665,77.0
