,precision,recall,f1-score,support
0,0.7893700787401575,0.8459915611814346,0.8167006109979633,474.0
1,0.6421568627450981,0.6208530805687204,0.6313253012048193,211.0
micro avg,0.7471910112359551,0.7766423357664234,0.7616320687186829,685.0
macro avg,0.7157634707426278,0.7334223208750774,0.7240129561013913,685.0
weighted avg,0.7440241100175917,0.7766423357664234,0.7595996031638708,685.0
samples avg,0.45417633410672853,0.45533642691415316,0.44779582366589327,685.0
