,precision,recall,f1-score,support
Anxiety,0.0,0.0,0.0,28.0
Comorbid,0.0,0.0,0.0,183.0
Depression,0.0,0.0,0.0,291.0
Normal,0.4176334106728538,1.0,0.5891980360065466,360.0
accuracy,0.4176334106728538,0.4176334106728538,0.4176334106728538,0.4176334106728538
macro avg,0.10440835266821345,0.25,0.14729950900163666,862.0
weighted avg,0.17441766571024056,0.4176334106728538,0.24606878533916102,862.0
